E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_26_814.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_26_814.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_26_814.jpg,-0.2,1,0,16.43693
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_26_892.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_26_892.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_26_892.jpg,-0.4,1,0,17.22928
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_26_971.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_26_971.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_26_971.jpg,-0.6000001,1,0,17.95605
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_052.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_052.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_052.jpg,-0.8000001,1,0,18.62147
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_119.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_119.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_119.jpg,0,1,0,19.29784
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_189.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_189.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_189.jpg,0,1,0,19.86448
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_271.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_271.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_271.jpg,0,1,0,20.66118
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_338.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_338.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_338.jpg,0,1,0,21.46052
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_419.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_419.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_419.jpg,0,1,0,22.25401
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_501.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_501.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_501.jpg,0,1,0,23.04127
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_581.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_581.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_581.jpg,0,1,0,23.82256
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_662.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_662.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_662.jpg,0,1,0,24.59797
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_744.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_744.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_744.jpg,0.1,1,0,25.36452
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_827.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_827.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_827.jpg,0,1,0,26.09455
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_908.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_908.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_908.jpg,0,1,0,26.85093
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_27_989.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_27_989.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_27_989.jpg,0,1,0,27.60226
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_055.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_055.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_055.jpg,0,1,0,28.16122
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_141.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_141.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_141.jpg,-0.25,1,0,29.04996
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_209.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_209.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_209.jpg,0,1,0,29.57593
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_275.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_275.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_275.jpg,0,1,0,30.12101
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_343.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_343.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_343.jpg,0,1,0,30.1902
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_411.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_411.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_411.jpg,0,1,0,30.19021
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_480.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_480.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_480.jpg,-0.05,1,0,30.18981
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_552.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_552.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_552.jpg,-0.2,1,0,30.18048
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_619.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_619.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_619.jpg,-0.4,1,0,30.15808
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_687.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_687.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_687.jpg,-0.5500001,1,0,30.13937
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_757.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_757.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_757.jpg,0,1,0,30.17748
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_828.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_828.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_828.jpg,0,1,0,30.18622
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_901.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_901.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_901.jpg,0,1,0,30.18919
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_28_974.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_28_974.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_28_974.jpg,0,1,0,30.19034
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_049.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_049.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_049.jpg,0,1,0,30.19013
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_123.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_123.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_123.jpg,0,1,0,30.19013
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_198.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_198.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_198.jpg,0,1,0,30.18996
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_272.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_272.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_272.jpg,0,1,0,30.19002
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_342.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_342.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_342.jpg,0,1,0,30.19008
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_414.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_414.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_414.jpg,0,1,0,30.19008
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_486.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_486.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_486.jpg,0.2,1,0,30.18002
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_559.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_559.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_559.jpg,0,1,0,30.18999
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_630.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_630.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_630.jpg,0,1,0,30.19074
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_701.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_701.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_701.jpg,0,1,0,30.19053
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_771.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_771.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_771.jpg,-0.15,1,0,30.18349
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_842.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_842.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_842.jpg,-0.35,1,0,30.16317
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_915.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_915.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_915.jpg,0,1,0,30.18987
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_29_988.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_29_988.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_29_988.jpg,0,1,0,30.18979
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_061.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_061.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_061.jpg,0,1,0,30.19022
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_134.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_134.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_134.jpg,0,1,0,30.19031
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_209.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_209.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_209.jpg,0,1,0,30.19032
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_287.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_287.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_287.jpg,-0.1,1,0,30.18784
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_363.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_363.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_363.jpg,-0.3,1,0,30.16917
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_438.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_438.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_438.jpg,-0.5000001,1,0,30.14481
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_515.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_515.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_515.jpg,0,1,0,30.18367
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_593.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_593.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_593.jpg,0,1,0,30.18861
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_670.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_670.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_670.jpg,0,1,0,30.18994
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_749.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_749.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_749.jpg,0,1,0,30.18917
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_827.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_827.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_827.jpg,0,1,0,30.19063
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_905.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_905.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_905.jpg,0,1,0,30.19032
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_30_983.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_30_983.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_30_983.jpg,0,1,0,30.19025
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_058.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_058.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_058.jpg,0,1,0,30.19028
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_131.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_131.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_131.jpg,0,1,0,30.19021
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_203.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_203.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_203.jpg,0,1,0,30.19028
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_278.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_278.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_278.jpg,0,1,0,30.19027
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_353.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_353.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_353.jpg,0,1,0,30.19025
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_427.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_427.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_427.jpg,-0.2,1,0,30.17936
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_500.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_500.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_500.jpg,-0.4,1,0,30.15617
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_576.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_576.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_576.jpg,0,1,0,30.18956
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_655.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_655.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_655.jpg,0,1,0,30.18995
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_732.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_732.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_732.jpg,0,1,0,30.18865
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_806.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_806.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_806.jpg,0,1,0,30.19086
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_877.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_877.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_877.jpg,0,1,0,30.19054
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_31_947.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_31_947.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_31_947.jpg,0,1,0,30.19049
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_016.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_016.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_016.jpg,0,1,0,30.19046
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_085.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_085.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_085.jpg,0,1,0,30.19049
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_153.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_153.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_153.jpg,0,1,0,30.19048
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_221.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_221.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_221.jpg,-0.2,1,0,30.17928
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_294.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_294.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_294.jpg,-0.35,1,0,30.16312
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_364.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_364.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_364.jpg,0,1,0,30.18861
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_434.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_434.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_434.jpg,0,1,0,30.18903
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_502.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_502.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_502.jpg,0,1,0,30.18977
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_569.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_569.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_569.jpg,0,1,0,30.19076
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_637.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_637.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_637.jpg,0,1,0,30.19045
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_719.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_719.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_719.jpg,0,1,0,30.18965
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_802.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_802.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_802.jpg,0,1,0,30.19083
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_884.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_884.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_884.jpg,0,1,0,30.19005
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_32_953.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_32_953.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_32_953.jpg,-0.15,1,0,30.18415
E:\Behavioural Cloning\IMG\center_2022_03_02_00_53_33_022.jpg,E:\Behavioural Cloning\IMG\left_2022_03_02_00_53_33_022.jpg,E:\Behavioural Cloning\IMG\right_2022_03_02_00_53_33_022.jpg,-0.35,1,0,30.16339
